id,num_rhyming_lines,num_perfectly_rhyming_lines,num_lines,line_sim
75827619,11,2,14,56.71641791044777
c20-english/ep30092/Z400604297,7,0,14,
f7555f8c,5,0,14,46.37681159420289
c20-english/ep30092/Z400604304,7,4,11,
f335a1d7,6,6,11,53.06122448979591
c20-english/ep30092/Z400604310,3,0,11,
7aa8c859,2,2,11,50.0
c20-english/ep30092/Z400604319,10,2,14,
cbe91672,10,8,14,45.333333333333336
c20-english/ep30092/Z400604330,4,0,11,
4b1179ee,9,5,11,41.860465116279066
c20-english/ep30092/Z400604330,4,0,11,
be908e74,4,2,11,51.162790697674424
c20-english/ep30092/Z400604334,4,0,11,
8d64fb2f,5,0,11,44.44444444444444
c20-english/ep30092/Z400604336,3,0,10,
5e979910,8,4,10,40.57971014492754
c20-english/ep30092/Z400604337,5,2,11,
c4970c9b,7,4,11,41.269841269841265
c20-english/ep30092/Z400604364,9,5,15,
72ee7ac7,6,0,15,44.44444444444444
c20-english/ep30092/Z400604364,9,5,15,
6f53f038,7,2,15,45.28301886792453
c20-english/ep30092/Z400604372,9,0,15,
e7631e42,7,7,15,44.776119402985074
c20-english/ep30092/Z400604372,9,0,15,
177b63c7,5,2,15,46.666666666666664
c20-english/ep30092/Z400604379,6,0,10,
2ae59e66,3,0,10,40.0
c20-english/ep30092/Z400604379,6,0,10,
92cf31a9,6,2,10,44.44444444444444
c20-english/ep30092/Z400604380,5,0,12,
f15791e4,12,12,12,45.333333333333336
c20-english/ep30092/Z400604380,5,0,12,
f0f5a7fb,6,0,12,58.53658536585367
c20-english/ep30092/Z400604380,5,0,12,
45b0f709,10,9,12,46.15384615384615
c20-english/ep30092/Z400604380,5,0,12,
d4f41998,11,10,12,40.963855421686745
c20-english/ep30092/Z400604380,5,0,12,
c235920c,4,0,12,50.60240963855422
c20-english/ep30092/Z400604380,5,0,12,
71228579,7,7,12,46.34146341463414
c20-english/ep30092/Z400604380,5,0,12,
86a92205,11,0,12,45.238095238095234
c20-english/ep30092/Z400604381,9,2,13,
c7a271b9,8,4,13,45.238095238095234
c20-english/ep30092/Z400604411,9,2,11,
ed967f2a,10,2,11,44.44444444444444
c20-english/ep30092/Z400604425,7,0,11,
1923edf5,8,2,11,51.28205128205128
c20-english/ep30092/Z400604428,6,0,13,
d1f33f40,11,6,13,43.90243902439024
c20-english/ep30092/Z400604428,6,0,13,
4b067a7d,2,0,13,45.333333333333336
c20-english/ep30092/Z400604428,6,0,13,
36d80532,7,0,13,47.61904761904761
c20-english/ep30092/Z400604439,4,0,12,
35f361c0,7,2,12,42.307692307692314
c20-english/ep30092/Z400604444,6,0,11,
290bcbb1,10,7,11,41.509433962264154
c20-english/ep30092/Z400604444,6,0,11,
a3fd8853,5,3,11,48.97959183673469
c20-english/ep30092/Z400604444,6,0,11,
51103274,8,4,11,43.99999999999999
c20-english/ep30092/Z400604447,4,0,11,
f5068177,11,11,11,45.238095238095234
c20-english/ep30101/Z200604808,2,0,11,
4d83473a,2,2,11,51.51515151515152
c20-english/ep30101/Z200604811,4,0,12,
56f2b4f0,10,4,12,42.666666666666664
c20-english/ep30101/Z200604811,4,0,12,
8898ea9c,12,8,12,44.99999999999999
c20-english/ep30101/Z200604811,4,0,12,
7cbaa5af,4,0,12,45.56962025316456
c20-english/ep30101/Z200604811,4,0,12,
14a63a60,8,5,12,44.705882352941174
c20-english/ep30101/Z200604811,4,0,12,
b121ec6c,6,0,12,43.58974358974359
c20-english/ep30101/Z200604814,7,0,13,
968a8e83,12,10,13,43.47826086956522
c20-english/ep30101/Z200604814,7,0,13,
1d372234,2,2,13,44.680851063829785
c20-english/ep30101/Z200604814,7,0,13,
2fb1cfef,3,0,13,43.56435643564357
c20-english/ep30101/Z200604815,7,0,15,
1dfa5314,11,7,15,44.99999999999999
c20-english/ep30101/Z200604826,4,0,14,
a6920eec,10,2,14,40.476190476190474
c20-english/ep30101/Z200604829,4,0,11,
05899a61,6,0,11,42.553191489361694
c20-english/ep30101/Z300604840,4,2,13,
24308444,10,10,13,46.913580246913575
c20-english/ep30101/Z300604845,2,0,12,
5e5b6d31,3,2,12,42.85714285714286
c20-english/ep30101/Z300604848,3,2,10,
d15f17df,8,2,10,43.18181818181818
c20-english/ep30101/Z300604848,3,2,10,
b95520d5,10,10,10,40.44943820224719
c20-english/ep30101/Z300604848,3,2,10,
eab653f1,10,10,10,43.0379746835443
c20-english/ep30101/Z300604848,3,2,10,
c4f44cf1,7,5,10,43.0379746835443
c20-english/ep30101/Z300604848,3,2,10,
e7b95a6c,5,0,10,48.78048780487805
c20-english/ep30101/Z300604848,3,2,10,
49d21d0d,9,8,10,48.0
c20-english/ep30101/Z300604848,3,2,10,
980f7658,2,0,10,44.18604651162791
c20-english/ep30101/Z300604848,3,2,10,
e4f1c8c4,4,4,10,43.01075268817204
c20-english/ep30101/Z300604851,5,0,11,
054e50eb,11,11,11,44.73684210526315
c20-english/ep30101/Z300604851,5,0,11,
2601381a,6,4,11,40.44943820224719
c20-english/ep30101/Z300604851,5,0,11,
2c0cc948,9,5,11,43.90243902439024
c20-english/ep30101/Z300604851,5,0,11,
8af54b6b,6,3,11,44.44444444444444
c20-english/ep30101/Z300604851,5,0,11,
c68d56c6,9,7,11,53.16455696202531
c20-english/ep30101/Z300604851,5,0,11,
4cc61199,0,0,11,44.21052631578948
c20-english/ep30101/Z300604851,5,0,11,
dc69def3,7,2,11,43.37349397590361
c20-english/ep30101/Z300604861,5,2,15,
31c923d7,15,13,15,47.76119402985075
c20-english/ep30101/Z300604861,5,2,15,
28da6b0e,9,2,15,45.714285714285715
c20-english/ep30101/Z300604861,5,2,15,
315d7682,13,10,15,46.666666666666664
c20-english/ep30101/Z300604861,5,2,15,
1d407768,4,0,15,41.666666666666664
c20-english/ep30101/Z300604861,5,2,15,
c744f50e,12,7,15,42.666666666666664
c20-english/ep30101/Z300604867,2,0,10,
06d6b43e,10,8,10,47.82608695652174
c20-english/ep30101/Z300604867,2,0,10,
9b6aac8c,5,0,10,46.51162790697675
c20-english/ep30101/Z300604867,2,0,10,
d205baee,2,0,10,44.89795918367348
c20-english/ep30101/Z300604867,2,0,10,
51abba3a,2,0,10,43.18181818181818
c20-english/ep30101/Z300604867,2,0,10,
49ec04ec,6,2,10,40.86021505376344
c20-english/ep30107/Z300604928,8,5,10,
bb7a3a16,9,6,10,43.07692307692308
c20-english/ep30107/Z300604964,7,4,11,
7f851f94,10,10,11,100.0
c20-english/ep30107/Z300604964,7,4,11,
f3a88b16,11,9,11,49.122807017543856
c20-english/ep30107/Z300604976,5,0,14,
1de6f690,9,2,14,48.97959183673469
c20-english/ep30107/Z300604995,6,6,10,
12aca92c,10,8,10,43.90243902439024
c20-english/ep30107/Z300604995,6,6,10,
bf7cd3c2,5,2,10,40.77669902912622
c20-english/ep30107/Z300604995,6,6,10,
f52f0383,7,3,10,43.18181818181818
c20-english/ep30107/Z300604995,6,6,10,
e1b9e5ba,2,2,10,37.2093023255814
c20-english/ep30107/Z300605004,12,2,14,
b1e831ad,13,7,14,48.421052631578945
c20-english/ep30107/Z300605019,9,2,15,
0bf2d74c,10,7,15,44.99999999999999
c20-english/ep30107/Z300605150,7,2,11,
f6ab3acd,4,0,11,45.238095238095234
c20-english/ep30107/Z300605170,8,0,13,
d23752e9,5,2,13,50.60240963855422
c20-english/ep30107/Z300605170,8,0,13,
1d40a145,5,0,13,47.22222222222222
c20-english/ep30107/Z300605170,8,0,13,
7f892a83,8,0,13,44.11764705882353
c20-english/ep30107/Z300605189,4,4,11,
778d646b,9,7,11,42.666666666666664
c20-english/ep30107/Z300605260,32,16,100,
0e43e9a5,99,3,100,87.17948717948718
c20-english/ep30107/Z300605260,32,16,100,
a0c7cd98,94,20,100,100.0
c20-english/ep30107/Z300605269,7,2,13,
04c2f803,12,10,13,47.05882352941176
c20-english/ep30107/Z300605289,5,0,12,
286378da,8,0,12,48.78048780487805
c20-english/ep30107/Z300605397,9,4,11,
41567fac,9,7,11,50.0
c20-english/ep30107/Z300605425,10,9,10,
c316ce8b,7,7,10,41.860465116279066
c20-english/ep30107/Z300605425,10,9,10,
c50b379c,8,6,10,42.622950819672134
c20-english/ep30107/Z300605425,10,9,10,
2ad1ff60,8,6,10,65.21739130434783
c20-english/ep30107/Z300605425,10,9,10,
04428bf2,8,0,10,55.73770491803278
c20-english/ep30107/Z300605425,10,9,10,
eb527f82,8,6,10,41.860465116279066
c20-english/ep30107/Z300605445,9,0,14,
687445de,8,2,14,40.74074074074075
c20-english/ep30107/Z300605451,2,0,10,
e12e84cc,10,8,10,44.776119402985074
c20-english/ep30107/Z300605457,2,0,10,
9fdc1b6d,3,0,10,40.625
c20-english/ep30107/Z300605493,9,7,11,
811d9a3d,11,8,11,42.10526315789473
c20-english/ep30110/Z200605583,6,2,11,
28873973,9,8,11,58.46153846153845
c20-english/ep30110/Z200605583,6,2,11,
11e33f8b,10,10,11,52.459016393442624
c20-english/ep30110/Z200605588,7,4,10,
6b2802f2,6,2,10,39.43661971830986
c20-english/ep30113/Z300605829,5,0,10,
213a971e,8,2,10,47.887323943661976
c20-english/ep30113/Z300605829,5,0,10,
8040a47d,4,2,10,41.509433962264154
c20-english/ep30113/Z300605962,5,0,13,
b4d6c1ec,2,0,13,50.0
c20-english/ep30113/Z300605962,5,0,13,
99b807b7,9,7,13,40.0
c20-english/ep30113/Z300605962,5,0,13,
b5adbb98,4,0,13,39.13043478260869
c20-english/ep30113/Z300605962,5,0,13,
51f1cecc,5,0,13,46.57534246575342
c20-english/ep30113/Z400605663,10,6,11,
5bd56d8d,8,8,11,41.9753086419753
c20-english/ep30113/Z400605663,10,6,11,
9b55ed76,10,10,11,44.705882352941174
c20-english/ep30113/Z400605663,10,6,11,
d59522c9,9,7,11,44.705882352941174
c20-english/ep30113/Z400605663,10,6,11,
012ad228,3,3,11,47.05882352941176
c20-english/ep30113/Z400605666,6,0,14,
b8cd9601,12,8,14,39.43661971830986
c20-english/ep30113/Z400605701,3,0,12,
67ca4758,10,8,12,53.333333333333336
c20-english/ep30113/Z400605735,10,8,13,
4264f7a0,10,6,13,49.056603773584904
c20-english/ep30113/Z400605735,10,8,13,
e1354e22,12,12,13,46.875
c20-english/ep30113/Z400605735,10,8,13,
3dadba30,4,0,13,45.90163934426229
c20-english/ep30113/Z400605735,10,8,13,
4512eb88,10,5,13,45.28301886792453
c20-english/ep30113/Z400605735,10,8,13,
26702b46,9,8,13,40.0
c20-english/ep30113/Z400605743,7,0,15,
2a991c70,10,2,15,44.15584415584416
c20-english/ep30113/Z400605779,12,11,15,
abfe384c,9,4,15,51.42857142857142
c20-english/ep30118/Z200606038,5,0,10,
37ac01aa,9,8,10,44.73684210526315
c20-english/ep30118/Z200606055,14,14,14,
63567d0f,11,6,14,51.51515151515152
c20-english/ep30118/Z200606055,14,14,14,
a167b84c,14,12,14,50.0
c20-english/ep30118/Z200606077,8,0,14,
80f2d7f5,6,0,14,44.44444444444444
c20-english/ep30118/Z200606090,0,0,10,
a42eef55,7,0,10,52.38095238095239
c20-english/ep30118/Z200606090,0,0,10,
d78b688a,9,4,10,51.35135135135135
c20-english/ep30118/Z200606098,9,0,14,
3a18a885,10,6,14,43.90243902439024
c20-english/ep30127/Z300606254,6,0,13,
52f4b9cc,10,4,13,41.75824175824175
c20-english/ep30127/Z300606314,2,2,10,
657c5200,5,2,10,40.57971014492754
c20-english/ep30127/Z300606334,9,8,12,
892504a9,8,4,12,53.06122448979591
c20-english/ep30127/Z300606345,8,0,13,
4672b137,8,0,13,47.82608695652174
c20-english/ep30137/Z200606481,8,4,14,
cd777eae,13,12,14,40.0
c20-english/ep30137/Z200606481,8,4,14,
70a6b46b,12,10,14,43.29896907216495
c20-english/ep30137/Z200606481,8,4,14,
895983af,8,0,14,50.45045045045045
c20-english/ep30137/Z200606481,8,4,14,
383c5fd5,10,4,14,42.42424242424242
c20-english/ep30137/Z300606431,8,2,11,
c13a5677,6,0,11,54.90196078431373
c20-english/ep30137/Z300606431,8,2,11,
401d2e08,7,4,11,41.379310344827594
c20-english/ep30137/Z300606431,8,2,11,
c625aed7,5,0,11,51.85185185185186
c20-english/ep30137/Z300606453,8,2,13,
3841a5d0,12,6,13,45.714285714285715
c20-english/ep30176/Z300606875,10,0,14,
4228fdef,7,4,14,48.0
c20-english/ep30176/Z300606920,4,0,11,
a605286d,9,7,11,53.93258426966292
c20-english/ep30176/Z300606997,7,0,12,
3121f329,10,4,12,42.69662921348315
c20-english/ep30176/Z300606999,4,0,12,
1c47c2a6,7,2,12,46.31578947368421
c20-english/ep30176/Z300607002,5,0,10,
d3e22507,4,0,10,48.48484848484848
c20-english/ep30176/Z300607002,5,0,10,
8c71e321,8,2,10,43.75
c20-english/ep30176/Z300607021,2,0,11,
a40b76b7,8,5,11,48.57142857142858
c20-english/ep30176/Z300607023,2,0,11,
6ae327be,6,4,11,42.352941176470594
c20-english/ep32001/Z200305113,6,0,15,
944c9879,4,2,15,48.78048780487805
c20-english/ep32001/Z200305113,6,0,15,
ff140841,5,0,15,45.070422535211264
c20-english/ep32001/Z200305117,3,0,11,
d3831ae9,2,0,11,41.9753086419753
c20-english/ep32001/Z200305117,3,0,11,
f9f543ad,0,0,11,42.666666666666664
c20-english/ep32001/Z200305135,6,0,12,
fbaf9033,4,4,12,43.83561643835616
c20-english/ep33001/Z200299855,10,3,14,
f6b0810b,14,9,14,47.887323943661976
c20-english/ep33001/Z200299860,4,2,10,
9ada5ce6,6,0,10,45.333333333333336
c20-english/ep33001/Z200299861,8,0,15,
d458aaa7,10,8,15,44.15584415584416
c20-english/ep33001/Z200299863,6,0,12,
09739480,4,2,12,52.5
c20-english/ep33001/Z200299883,5,0,10,
ce423e8e,7,6,10,43.47826086956522
c20-english/ep33001/Z200299883,5,0,10,
fbca60cd,7,4,10,45.333333333333336
c20-english/ep33001/Z200299891,5,0,10,
c17325fc,7,2,10,43.75
c20-english/ep40001/Z300306036,13,0,15,
f9d1e7a6,3,0,15,44.44444444444444
c20-english/ep40001/Z300306057,0,0,12,
b6ed6307,10,6,12,49.18032786885246
c20-english/ep40001/Z300306067,5,0,11,
4eef89a2,8,0,11,39.08045977011494
c20-english/ep40001/Z300306074,8,4,13,
8d549b9e,6,4,13,42.553191489361694
c20-english/ep40001/Z300306074,8,4,13,
53769d15,11,6,13,45.614035087719294
c20-english/ep40001/Z300306087,8,6,11,
18dc7dc4,10,5,11,44.067796610169495
c20-english/ep40001/Z300306148,14,11,15,
c2e086bf,10,5,15,51.94805194805194
c20-english/ep40001/Z300306151,11,6,15,
cf3c41d6,15,13,15,40.0
c20-english/ep40001/Z300306160,4,0,14,
8751c407,5,2,14,54.16666666666667
c20-english/ep40001/Z300306171,5,5,12,
d3be767c,8,2,12,50.74626865671642
c20-english/ep40001/Z300306199,6,2,13,
3736c99f,8,3,13,36.065573770491795
c20-english/ep40001/Z300306226,7,2,15,
7b8b9dc3,9,6,15,49.31506849315068
c20-english/ep40001/Z300306226,7,2,15,
5e312eb2,10,0,15,44.11764705882353
c20-english/ep40001/Z300306226,7,2,15,
082f6e28,10,2,15,50.60240963855422
c20-english/ep41001/Z300306370,12,8,13,
ca2a645a,13,13,13,54.54545454545454
c20-english/ep41001/Z300306607,11,6,11,
2e733a07,7,7,11,43.83561643835616
c20-english/ep41001/Z300306673,14,9,14,
184549ad,11,3,14,43.63636363636364
c20-english/ep41001/Z300306673,14,9,14,
55ab1eda,6,4,14,53.57142857142857
c20-english/ep41001/Z300306673,14,9,14,
3e28ab2c,12,10,14,41.7910447761194
c20-english/ep41001/Z300306673,14,9,14,
9e064864,9,5,14,45.28301886792453
c20-english/ep41001/Z300306673,14,9,14,
eb96b574,3,2,14,47.05882352941176
c20-english/ep46001/Z300306695,4,0,10,
214d709f,6,2,10,43.58974358974359
c20-english/ep46001/Z300306758,5,0,12,
3cdc647b,12,11,12,39.02439024390244
c20-english/ep46001/Z400306839,6,0,13,
ef8aed43,9,6,13,40.0
c20-english/ep46001/Z400306860,2,0,10,
47df1959,6,4,10,42.25352112676056
c20-english/ep50001/Z300307255,8,2,14,
62b683f4,11,8,14,53.48837209302326
c20-english/ep50001/Z300307280,0,0,11,
4bfec663,10,8,11,43.18181818181818
c20-english/ep50001/Z300307280,0,0,11,
c5a0e580,2,0,11,46.464646464646464
c20-english/ep50001/Z300307280,0,0,11,
694ca117,6,0,11,43.37349397590361
c20-english/ep50001/Z300307280,0,0,11,
d80bc260,7,3,11,53.191489361702125
c20-english/ep50001/Z300307280,0,0,11,
5d1b3458,8,6,11,42.42424242424242
c20-english/ep51001/Z300307383,13,9,14,
502d4c6d,14,12,14,41.17647058823529
c20-english/ep51001/Z300307383,13,9,14,
d1a86c09,10,7,14,100.0
c20-english/ep51001/Z300307383,13,9,14,
3ee69517,8,4,14,61.111111111111114
c20-english/ep51001/Z300307563,15,12,15,
6ae345a5,13,9,15,42.10526315789473
c20-english/ep56001/Z400307711,8,4,11,
6d67aa6b,11,9,11,41.93548387096774
c20-english/ep56001/Z400307732,8,8,13,
a090675b,12,11,13,44.03669724770643
c20-english/ep56001/Z400307761,6,6,11,
e3596113,11,4,11,48.48484848484848
c20-english/ep56001/Z400307766,8,7,11,
b411b052,8,4,11,59.25925925925925
c20-english/ep56001/Z400307766,8,7,11,
4d336b91,8,6,11,42.10526315789473
c20-english/ep56001/Z400307766,8,7,11,
9d09114e,6,0,11,41.7910447761194
c20-english/ep56001/Z400307766,8,7,11,
56b3d85d,7,0,11,47.82608695652174
c20-english/ep56001/Z400307768,10,8,11,
cc27052c,11,10,11,46.15384615384615
c20-english/ep56001/Z400307768,10,8,11,
4c965528,5,0,11,53.191489361702125
c20-english/ep56001/Z400307769,13,9,15,
2e2d890d,12,8,15,44.11764705882353
c20-english/ep56001/Z400307875,11,10,12,
04de4ef7,12,9,12,52.54237288135592
c20-english/ep56001/Z400307875,11,10,12,
4272193e,9,7,12,45.76271186440678
c20-english/ep56001/Z400307875,11,10,12,
181e78ab,6,0,12,59.01639344262295
c20-english/ep56001/Z400307875,11,10,12,
803145e0,6,0,12,45.90163934426229
c20-english/ep56001/Z400307875,11,10,12,
30b1c97b,10,8,12,44.26229508196722
c20-english/ep58001/Z300607155,8,8,11,
716ad5f7,11,10,11,47.72727272727273
c20-english/ep58001/Z300607155,8,8,11,
cad417d2,8,4,11,45.070422535211264
c20-english/ep58001/Z300607179,8,2,12,
3a493a91,8,4,12,38.297872340425535
c20-english/ep58001/Z300607206,14,12,15,
2fa251bd,15,12,15,44.680851063829785
c20-english/ep58001/Z300607418,6,0,12,
afefc33e,5,2,12,53.608247422680414
c20-english/ep58001/Z300607493,4,0,12,
7a42b36c,8,2,12,46.75324675324675
c20-english/ep58001/Z300607507,8,2,12,
22d97fda,12,8,12,42.00000000000001
c20-english/ep58001/Z300607511,8,0,11,
d8a067d0,6,3,11,42.85714285714286
c20-english/ep58001/Z300607511,8,0,11,
72ad6df2,6,0,11,51.06382978723405
c20-english/ep58001/Z300607570,3,0,14,
8e43c053,13,8,14,52.94117647058824
c20-english/ep58001/Z300607605,7,2,11,
8f007cc4,8,5,11,56.666666666666664
c20-english/ep58001/Z300607605,7,2,11,
ef748d82,6,0,11,57.14285714285714
c20-english/ep58001/Z300607605,7,2,11,
36d40e11,9,0,11,44.827586206896555
c20-english/ep58001/Z300607605,7,2,11,
76b980e7,7,4,11,44.44444444444444
c20-english/ep58001/Z300607868,2,0,13,
ddd686e3,10,2,13,42.10526315789473
c20-english/ep58001/Z300607875,4,0,14,
dd8cbda6,5,0,13,43.83561643835616
c20-english/ep58001/Z300607876,8,0,13,
257297b9,13,9,13,40.90909090909091
c20-english/ep58001/Z300608183,7,7,11,
9a13ad16,6,4,11,46.913580246913575
c20-english/ep58001/Z400607276,6,3,10,
61158a6c,8,2,10,47.19101123595506
c20-english/ep58001/Z400607328,4,2,15,
3f026b30,9,9,15,40.0
c20-english/ep58001/Z400607328,4,2,15,
e75250d4,6,2,15,43.75
c20-english/ep58001/Z400607328,4,2,15,
60631926,14,8,15,45.65217391304349
c20-english/ep58001/Z400607328,4,2,15,
ff74542b,14,8,15,41.860465116279066
c20-english/ep58001/Z400608030,3,0,10,
5eb5f686,10,6,10,39.53488372093024
c20-english/ep59001/Z300308041,10,4,10,
384ac404,10,10,10,45.36082474226804
c20-english/ep59001/Z300308041,10,4,10,
e49a03f2,6,0,10,48.93617021276596
c20-english/ep59001/Z300308077,9,8,10,
fc62138a,9,9,10,48.64864864864865
c20-english/ep59001/Z300308125,6,4,13,
a9b3df63,12,7,13,41.9753086419753
c20-english/ep65001/Z300308207,8,6,11,
301225fb,9,8,11,44.44444444444444
c20-english/ep65001/Z300308210,9,4,11,
892df5a4,7,0,11,47.27272727272728
c20-english/ep65001/Z300308230,10,4,13,
7c7321a6,12,10,13,43.07692307692308
c20-english/ep65001/Z300308351,7,2,10,
5c126252,6,3,10,46.34146341463414
c20-english/ep65001/Z300308407,6,6,11,
647b4f31,10,7,11,47.27272727272728
c20-english/ep65001/Z400308488,14,8,15,
9e4548b6,14,14,15,46.51162790697675
c20-english/ep65001/Z400308492,12,9,13,
557ba284,10,10,13,58.06451612903225
c20-english/ep82001/Z300608283,15,9,15,
e0c7e9e3,11,10,15,43.24324324324324
c20-english/ep82001/Z300608426,12,10,13,
a33788ad,8,3,13,41.30434782608695
c20-english/ep83001/Z400299993,8,6,11,
a022dc00,10,6,11,50.0
c20-english/ep83001/Z400299993,8,6,11,
c687fde0,8,6,11,47.05882352941176
c20-english/ep83001/Z400299993,8,6,11,
7aebd951,5,0,11,46.15384615384615
c20-english/ep83001/Z400299993,8,6,11,
f352d276,3,0,11,44.776119402985074
c20-english/ep83001/Z400300007,8,8,11,
c775b28f,5,3,11,40.90909090909091
c20-english/ep83001/Z400300007,8,8,11,
8908884b,5,2,11,45.16129032258065
c20-english/ep83001/Z400300028,11,6,11,
09e4458a,9,8,11,48.10126582278481
c20-english/ep83001/Z400300028,11,6,11,
c0f13ea5,8,5,11,42.85714285714286
c20-english/ep83001/Z400300028,11,6,11,
5d832079,7,5,11,55.172413793103445
c20-english/ep83001/Z400300028,11,6,11,
4c0689e4,6,0,11,46.34146341463414
c20-english/ep83001/Z400300028,11,6,11,
f6d57b0a,6,4,11,41.7910447761194
c20-english/ep83001/Z400300088,8,5,11,
cb49265e,6,2,11,45.45454545454546
c20-english/ep83001/Z400300242,4,4,11,
5c01b902,11,9,11,47.61904761904761
c20-english/ep83001/Z400300242,4,4,11,
da447952,8,7,11,46.51162790697675
c20-english/ep83001/Z400300258,10,2,15,
6dd763b2,6,2,15,46.808510638297875
c20-english/ep83001/Z400300269,9,8,15,
2eeb7dc9,13,10,15,44.89795918367348
c20-english/ep83001/Z400300277,9,6,11,
4c8aba98,10,8,11,46.875
c20-english/ep84001/Z300576888,6,2,12,
0fb5a558,10,10,12,48.0
c20-english/ep84001/Z300576902,3,0,15,
d87295d7,12,6,15,56.00000000000001
c20-english/ep84001/Z300577021,13,6,15,
dbdd69c1,13,8,15,47.05882352941176
c20-english/ep84001/Z300577062,7,6,11,
dc451cbe,9,6,11,46.37681159420289
c20-english/ep84001/Z300577062,7,6,11,
48c52ce8,9,8,11,52.5
c20-english/ep84001/Z300577282,11,8,11,
b3c9a76e,8,6,11,48.64864864864865
c20-english/ep84001/Z300577312,5,2,12,
d159df64,12,12,12,42.352941176470594
c20-english/ep84001/Z300577312,5,2,12,
721ecdb7,12,11,12,47.05882352941176
c20-english/ep84001/Z300577329,5,2,10,
6fe41b92,5,0,10,41.584158415841586
c20-english/ep84001/Z300577341,9,4,14,
6bff8d64,6,2,14,48.93617021276596
c20-english/ep84001/Z300577341,9,4,14,
959fab6c,2,0,14,45.16129032258065
c20-english/ep84001/Z300577341,9,4,14,
62ff9e3c,7,2,14,52.42718446601942
c20-english/ep84001/Z300577341,9,4,14,
bde71768,9,0,14,43.41085271317829
c20-english/ep84001/Z300577349,7,6,13,
828f1e57,7,4,13,50.0
c20-english/ep84001/Z300577354,9,8,15,
ae9af10b,12,5,15,49.504950495049506
c20-english/ep84001/Z300577387,8,4,12,
b233d9cb,9,6,12,43.18181818181818
c20-english/ep84001/Z400577233,13,0,15,
1b66eb7b,14,8,15,47.78761061946902
c20-english/ep84001/Z400577398,6,6,11,
d21e6f01,8,3,11,44.73684210526315
c20-english/fa0201/Z200608662,8,4,11,
62c158fd,5,0,11,41.75824175824175
c20-english/fa0201/Z200608662,8,4,11,
130cb73d,11,9,11,43.47826086956522
c20-english/fa0201/Z200608676,4,2,10,
ac661017,6,0,10,51.06382978723405
c20-english/fa0201/Z200608690,5,0,13,
cac06f4d,7,2,13,44.705882352941174
c20-english/fa0201/Z200608693,5,0,13,
3c44614b,12,2,13,55.172413793103445
c20-english/fa0201/Z200608709,4,0,11,
1242eb2e,8,6,11,44.44444444444444
c20-english/fa0201/Z200608709,4,0,11,
31ccdebf,5,4,11,43.29896907216495
c20-english/fa0201/Z200608709,4,0,11,
25305a12,7,2,11,39.53488372093024
c20-english/fa0201/Z200608710,8,0,11,
9c7c20d4,4,2,11,50.0
c20-english/fa0201/Z200608710,8,0,11,
bc36796b,7,6,11,40.81632653061224
c20-english/fa0201/Z200608721,10,2,15,
b6b23627,11,6,15,42.666666666666664
c20-english/fa0201/Z300608478,7,2,10,
1c62126d,4,2,10,44.44444444444444
c20-english/fa0201/Z300608478,7,2,10,
180640e0,10,10,10,47.887323943661976
c20-english/fa0201/Z300608487,4,2,10,
34786c72,4,2,10,42.85714285714286
c20-english/fa0201/Z300608492,7,4,10,
eca47b15,5,2,10,51.68539325842696
c20-english/fa0201/Z300608492,7,4,10,
b3ea0c17,8,5,10,48.07692307692307
c20-english/fa0201/Z300608492,7,4,10,
b1633b9e,5,0,10,43.47826086956522
c20-english/fa0201/Z300608492,7,4,10,
e1dd5c25,7,6,10,46.57534246575342
c20-english/fa0201/Z300608492,7,4,10,
560ffc10,6,3,10,45.78313253012048
c20-english/fa0201/Z300608492,7,4,10,
f4d53f1d,6,3,10,46.464646464646464
c20-english/fa0201/Z300608518,13,6,15,
579b67ce,13,0,15,50.79365079365079
c20-english/fa0201/Z300608545,8,4,10,
598af090,10,8,10,48.71794871794872
c20-english/fa0201/Z300608545,8,4,10,
200e4b46,4,2,10,51.28205128205128
c20-english/fa0201/Z300608555,6,2,11,
a4063321,6,2,11,45.714285714285715
c20-english/fa0303/Z300609145,4,2,11,
5ad419a1,9,6,11,47.61904761904761
c20-english/fa0303/Z300609145,4,2,11,
4f120404,5,0,11,47.5
c20-english/fa0303/Z300609145,4,2,11,
cc71bed8,5,4,11,45.56962025316456
c20-english/fa0303/Z300609473,0,0,12,
95c5a313,6,0,12,47.05882352941176
c20-english/fa0303/Z300609484,4,0,11,
bbb235bb,8,6,11,40.476190476190474
c20-english/fa0303/Z300609484,4,0,11,
398b39db,4,2,11,44.705882352941174
c20-english/fa0303/Z300609484,4,0,11,
97ed61c4,8,6,11,41.379310344827594
c20-english/fa0303/Z300609591,2,2,15,
150f2282,13,11,15,50.60240963855422
c20-english/fa1001/Z300610031,7,0,13,
4fc7cc58,12,8,13,40.0
c20-english/fa1001/Z300610031,7,0,13,
ce6750f6,6,0,13,48.38709677419355
c20-english/fa1001/Z300610031,7,0,13,
cc446558,5,0,13,48.48484848484848
c20-english/fa1001/Z300610069,4,2,11,
f93ccb79,5,0,11,41.379310344827594
c20-english/fa1001/Z300610124,8,0,15,
4c4d43f0,11,7,15,44.44444444444444
c20-english/fa21301/Z200610167,9,4,13,
51e94d78,9,2,13,45.56962025316456
c20-english/fa21301/Z200610168,5,5,11,
4dbafaf2,9,6,11,52.08333333333333
c20-english/fa21301/Z200610182,13,4,15,
161a3d2a,14,8,15,48.19277108433735
