id,num_rhyming_lines,num_perfectly_rhyming_lines,num_lines
poem/troilus-and-cressida-act-iii-scene-iii-time-hath-my-lord,35,3,47
poem/othello-act-i-scene-i-o-sir-content-you,13,0,26
poem/julius-caesar-act-i-scene-i-wherefore-rejoice,13,4,24
poem/hamlet-act-iii-scene-ii-nay-do-not-think-i-flatter,23,3,33
poem/othello-act-iii-scene-iii-o-beware-my-lord-jealousy,0,0,7
poem/henry-viii-prologue-i-come-no-more-make-you-laugh,29,18,32
poem/macbeth-act-i-scene-vii-if-it-were-done-when-tis-done,14,0,29
poem/macbeth-act-v-scene-v-she-should-have-died-hereafter,6,2,13
poem/little-love-god-lying-once-asleep-sonnet-154,7,6,14
poem/cupid-laid-his-brand-and-fell-asleep-sonnet-153,12,10,14
poem/loving-thee-thou-knowst-i-am-forsworn-sonnet-152,11,7,14
poem/love-too-young-know-what-conscience-sonnet-151,12,10,14
poem/o-what-power-hast-thou-powerful-might-sonnet-150,14,8,14
poem/canst-thou-o-cruel-say-i-love-thee-not-sonnet-149,12,12,14
poem/o-me-what-eyes-hath-love-put-my-head-sonnet-148,12,10,14
poem/my-love-fever-longing-still-sonnet-147,11,7,14
poem/those-lips-loves-own-hand-did-make-sonnet-145,7,2,14
poem/two-loves-i-have-comfort-and-despair-sonnet-144,14,10,14
poem/lo-careful-housewife-run-catch-sonnet-143,13,8,14
poem/love-my-sin-and-thy-dear-virtue-hate-sonnet-142,12,8,14
poem/faith-i-do-not-love-thee-mine-eyes-sonnet-141,14,14,14
poem/be-wise-thou-art-cruel-do-not-press-sonnet-140,12,8,14
poem/o-call-not-me-justify-wrong-sonnet-139,12,12,14
poem/thou-blind-fool-love-what-dost-thou-mine-eyes-sonnet-137,13,12,14
poem/if-thy-soul-check-thee-i-come-so-near-sonnet-136,8,6,13
poem/whoever-hath-her-wish-thou-hast-thy-will-sonnet-135,13,13,14
poem/beshrew-heart-makes-my-heart-groan-sonnet-133,12,8,14
poem/so-now-i-have-confessd-he-thine-sonnet-134,12,12,14
poem/thine-eyes-i-love-and-they-pitying-me-sonnet-132,12,10,14
poem/thou-art-tyrannous-so-thou-art-sonnet-131,12,10,14
poem/how-oft-when-thou-my-music-music-playst-sonnet-128,14,12,14
poem/old-age-black-was-not-counted-fair-sonnet-127,14,12,14
poem/weret-aught-me-i-bore-canopy-sonnet-125,14,12,14
poem/if-my-dear-love-were-child-state-sonnet-124,12,6,14
poem/no-time-thou-shalt-not-boast-i-do-change-sonnet-123,12,12,14
poem/thy-gift-thy-tables-are-within-my-brain-sonnet-122,14,12,14
poem/tis-better-be-vile-vile-esteemd-sonnet-121,12,10,14
poem/you-were-once-unkind-befriends-me-now-sonnet-120,14,12,14
poem/what-potions-have-i-drunk-siren-tears-sonnet-119,11,4,14
poem/accuse-me-thus-i-have-scanted-all-sonnet-117,12,10,14
poem/those-lines-i-have-writ-do-lie-sonnet-115,10,6,14
poem/or-whether-doth-my-mind-being-crownd-you-sonnet-114,12,8,14
poem/your-love-and-pity-doth-impression-fill-sonnet-112,11,8,14
poem/o-my-sake-do-you-fortune-chide-sonnet-111,12,8,14
poem/alas-tis-true-i-have-gone-here-and-there-sonnet-110,12,8,14
poem/o-never-say-i-was-false-heart-sonnet-109,13,9,14
poem/whats-brain-ink-may-character-sonnet-108,14,10,14
poem/not-mine-own-fears-nor-prophetic-soul-sonnet-107,10,6,14
poem/when-chronicle-wasted-time-sonnet-106,11,6,14
poem/let-not-my-love-be-calld-idolatry-sonnet-105,14,8,14
poem/alack-what-poverty-my-muse-brings-forth-sonnet-103,12,8,14
poem/my-love-strengthend-though-more-week-seeming-sonnet-102,10,10,14
poem/o-truant-muse-what-shall-be-thy-amends-sonnet-101,12,8,14
poem/where-art-thou-muse-thou-forgetst-so-long-sonnet-100,12,10,14
poem/forward-violet-thus-did-i-chide-sonnet-99,13,10,14
poem/some-say-thy-fault-youth-some-wantonness-sonnet-96,13,4,14
poem/they-have-power-hurt-and-will-do-none-sonnet-95,13,12,14
poem/so-shall-i-live-supposing-thou-art-true-sonnet-93,11,10,14
poem/do-thy-worst-steal-thyself-away-sonnet-92,14,12,14
poem/some-glory-their-birth-some-their-skill-sonnet-91,12,10,14
poem/then-hate-me-when-thou-wilt-if-ever-now-sonnet-90,14,10,14
poem/say-thou-didst-forsake-me-some-fault-sonnet-89,12,8,14
poem/farewell-thou-art-too-dear-my-possession-sonnet-87,12,6,14
poem/when-thou-shalt-be-disposed-set-me-light-sonnet-88,13,10,14
poem/was-it-proud-full-sail-his-great-verse-sonnet-86,11,6,14
poem/my-tongue-tied-muse-manners-holds-her-still-sonnet-85,10,6,14
poem/who-it-says-most-which-can-say-more-sonnet-84,8,4,14
poem/i-never-saw-you-did-painting-need-sonnet-83,12,12,14
poem/i-grant-thou-wert-not-married-my-muse-sonnet-82,10,8,14
poem/or-i-shall-live-your-epitaph-make-sonnet-81,13,10,14
poem/o-how-i-faint-when-i-you-do-write-sonnet-80,14,10,14
poem/whilst-i-alone-did-call-upon-thy-aid-sonnet-79,14,6,14
poem/so-oft-i-invoke-thee-my-muse-sonnet-78,12,5,14
poem/thy-glass-will-show-thee-how-thy-beauties-wear-sonnet-77,12,10,14
poem/why-my-verse-so-barren-new-pride-sonnet-76,10,8,14
poem/so-are-you-my-thoughts-food-life-sonnet-75,12,10,14
poem/be-contented-when-fell-arrest-sonnet-74,12,6,14
poem/o-lest-world-should-task-you-recite-sonnet-72,8,2,13
poem/no-longer-mourn-me-when-i-am-dead-sonnet-71,10,6,14
poem/thou-art-blamed-shall-not-be-thy-defect-sonnet-70,12,12,14
poem/those-parts-thee-worlds-eye-doth-view-sonnet-69,10,8,14
poem/his-cheek-map-days-outworn-sonnet-68,13,6,14
poem/ah-wherefore-infection-should-he-live-sonnet-67,10,6,14
poem/against-my-love-shall-be-i-am-now-sonnet-63,12,10,14
poem/sin-self-love-possesseth-all-mine-eye-sonnet-62,11,10,15
poem/it-thy-will-thy-image-should-keep-open-sonnet-61,9,4,14
poem/if-there-be-nothing-new-which-sonnet-59,14,12,14
poem/god-forbid-made-me-first-your-slave-sonnet-58,12,12,14
poem/being-your-slave-what-should-i-do-tend-sonnet-57,11,8,14
poem/sweet-love-renew-thy-force-be-it-not-said-sonnet-56,12,4,14
poem/o-how-much-more-doth-beauty-beauteous-seem-sonnet-54,11,8,14
poem/what-your-substance-whereof-are-you-made-sonnet-53,12,8,14
poem/so-am-i-rich-whose-blessed-key-sonnet-52,10,10,14
poem/thus-can-my-love-excuse-slow-offence-sonnet-51,14,12,14
poem/how-heavy-do-i-journey-way-sonnet-50,12,8,14
poem/against-time-if-ever-time-come-sonnet-49,7,2,14
poem/how-careful-was-i-when-i-took-my-way-sonnet-48,13,8,14
poem/betwixt-mine-eye-and-heart-league-took-sonnet-47,10,8,14
poem/mine-eye-and-heart-are-mortal-war-sonnet-46,12,10,14
poem/other-two-slight-air-and-purging-fire-sonnet-45,8,8,14
poem/if-dull-substance-my-flesh-were-thought-sonnet-44,12,8,14
poem/when-most-i-wink-then-do-mine-eyes-best-see-sonnet-43,14,12,14
poem/thou-hast-her-it-not-all-my-grief-sonnet-42,10,6,14
poem/those-pretty-wrongs-liberty-commits-sonnet-41,11,8,14
poem/take-all-my-loves-my-love-yea-take-them-all-sonnet-40,14,12,14
poem/o-how-thy-worth-manners-may-i-sing-sonnet-39,8,4,13
poem/how-can-my-muse-want-subject-invent-sonnet-38,14,8,14
poem/decrepit-father-takes-delight-sonnet-37,13,6,14
poem/let-me-confess-we-two-must-be-twain-sonnet-36,14,9,14
poem/no-more-be-grieved-which-thou-hast-done-sonnet-35,12,6,14
poem/why-didst-thou-promise-such-beauteous-day-sonnet-34,13,6,14
poem/if-thou-survive-my-well-contended-day-sonnet-32,11,11,14
poem/thy-bosom-endeared-all-hearts-sonnet-31,10,6,14
poem/how-can-i-then-return-happy-plight-sonnet-28,11,8,14
poem/weary-toil-i-haste-me-my-bed-sonnet-27,12,8,14
poem/lord-my-love-whom-vassalage-sonnet-26,11,8,14
poem/let-those-who-are-favour-their-stars-sonnet-25,11,8,14
poem/mine-eye-hath-playd-painter-and-hath-stelld-sonnet-24,14,14,14
poem/unperfect-actor-stage-sonnet-23,12,8,14
poem/my-glass-shall-not-persuade-me-i-am-old-sonnet-22,13,8,14
poem/so-it-not-me-muse-sonnet-21,13,9,14
poem/devouring-time-blunt-thou-lions-paws-sonnet-19,10,8,14
poem/who-will-believe-my-verse-time-come-sonnet-17,8,6,14
poem/wherefore-do-not-you-mightier-way-sonnet-16,14,8,14
poem/o-you-were-yourself-love-you-are-sonnet-13,10,10,14
poem/when-i-do-count-clock-tells-time-sonnet-12,11,8,14
poem/fast-thou-shalt-wane-so-fast-thou-growest-sonnet-11,14,6,14
poem/shame-deny-thou-bearst-love-any-sonnet-10,10,10,14
poem/it-fear-we-widows-eye-sonnet-9,10,6,14
poem/music-hear-why-hearst-thou-music-sadly-sonnet-8,12,8,14
poem/lo-orient-when-gracious-light-sonnet-7,9,8,14
poem/those-hours-gentle-work-did-frame-sonnet-5,8,4,14
poem/unthrifty-loveliness-why-dost-thou-spend-sonnet-4,10,10,14
poem/look-thy-glass-and-tell-faces-thou-viewest-sonnet-3,14,8,14
poem/when-forty-winters-shall-besiege-thy-brow-sonnet-2,12,10,14
poem/fairest-creatures-we-desire-increase-sonnet-1,11,7,14
poem/when-i-have-seen-times-fell-hand-defaced-sonnet-64,14,11,14
poem/my-mistress-eyes-are-nothing-sun-sonnet-130,14,10,14
poem/shall-i-compare-thee-summers-day-sonnet-18,14,8,14
poem/tired-all-these-restful-death-i-cry-sonnet-66,12,4,14
poem/brass-nor-stone-nor-earth-nor-boundless-sea-sonnet-65,14,12,14
poem/th-expense-spirit-waste-shame-sonnet-129,12,6,14
poem/when-i-consider-every-thing-grows-sonnet-15,8,8,14
poem/they-have-power-hurt-and-will-do-none-sonnet-94,8,2,14
poem/let-me-not-marriage-true-minds-sonnet-116,11,6,14
poem/how-winter-hath-my-absence-been-sonnet-97,11,6,14
poem/not-stars-do-i-my-judgment-pluck-sonnet-14,11,6,14
poem/when-disgrace-fortune-and-mens-eyes-sonnet-29,14,10,14
poem/not-marble-nor-gilded-monuments-sonnet-55,14,12,14
poem/you-have-i-been-absent-spring-sonnet-98,12,8,14
poem/time-year-thou-mayst-me-behold-sonnet-73,12,10,14
poem/when-sessions-sweet-silent-thought-sonnet-30,11,8,14
poem/hamlet-act-iii-scene-i-be-or-not-be,22,0,35
poem/loves-labours-lost-act-v-scene-2-winter,11,6,18
poem/i-left-you-mine-eye-my-mind-sonnet-113,12,12,14
44674/hero-and-leander,158,100,178
44675/the-passionate-shepherd-to-his-love,17,6,24
44675/the-passionate-shepherd-to-his-love,17,6,24
44675/the-passionate-shepherd-to-his-love,17,6,24
44675/the-passionate-shepherd-to-his-love,17,6,24
45086/sonnet-15-when-i-consider-everything-that-grows,8,8,14
45087/sonnet-18-shall-i-compare-thee-to-a-summers-day,14,8,14
45088/sonnet-19-devouring-time-blunt-thou-the-lions-paws,10,8,14
45089/sonnet-25-let-those-who-are-in-favour-with-their-stars,11,8,14
45090/sonnet-29-when-in-disgrace-with-fortune-and-mens-eyes,14,10,14
45091/sonnet-30-when-to-the-sessions-of-sweet-silent-thought,11,8,14
45092/sonnet-32-if-thou-survive-my-well-contented-day,11,11,14
45093/sonnet-33-full-many-a-glorious-morning-have-i-seen,12,12,14
45094/sonnet-53-what-is-your-substance-whereof-are-you-made,12,8,14
45095/sonnet-60-like-as-the-waves-make-towards-the-pebbld-shore,12,8,14
45096/sonnet-64-when-i-have-seen-by-times-fell-hand-defacd,12,9,14
45097/sonnet-66-tird-with-all-these-for-restful-death-i-cry,12,4,14
45098/sonnet-71-no-longer-mourn-for-me-when-i-am-dead,10,6,14
45099/sonnet-73-that-time-of-year-thou-mayst-in-me-behold,12,10,14
45100/sonnet-94-they-that-have-power-to-hurt-and-will-do-none,8,2,14
45101/sonnet-97-how-like-a-winter-hath-my-absence-been,11,6,14
45102/sonnet-106-when-in-the-chronicle-of-wasted-time,11,6,14
45103/sonnet-107-not-mine-own-fears-nor-the-prophetic-soul,10,6,14
45104/sonnet-110-alas-tis-true-i-have-gone-here-and-there,12,6,14
45105/sonnet-111-o-for-my-sake-do-you-with-fortune-chide,11,8,14
45107/sonnet-129-thexpense-of-spirit-in-a-waste-of-shame,12,6,14
45108/sonnet-130-my-mistress-eyes-are-nothing-like-the-sun,14,10,14
45109/sonnet-146-poor-soul-the-centre-of-my-sinful-earth,12,12,14
46455/sonnet-55-not-marble-nor-the-gilded-monuments,14,12,14
50643/sonnet-1-from-fairest-creatures-we-desire-increase,11,5,14
56222/sonnet-123-no-time-thou-shalt-not-boast-that-i-do-change,12,12,14
56223/sonnet-121-tis-better-to-be-vile-than-vile-esteemed,12,10,14
56224/sonnet-133-beshrew-that-heart-that-makes-my-heart-to-groan,10,10,14
56225/sonnet-139-o-call-not-me-to-justify-the-wrong,12,12,14
56226/sonnet-142-love-is-my-sin-and-thy-dear-virtue-hate,12,8,14
56227/sonnet-147-my-love-is-as-a-fever-longing-still,11,7,14
43189/song-of-the-witches-double-double-toil-and-trouble,10,8,15
43189/song-of-the-witches-double-double-toil-and-trouble,10,8,15
43189/song-of-the-witches-double-double-toil-and-trouble,10,8,15
43189/song-of-the-witches-double-double-toil-and-trouble,10,8,15
54846/book-1-epigram-5-ad-lectorem-de-subjecto-operis-sui,11,10,14
54847/book-1-epigram-34-ad-thomam-freake-armig-de-veris-adventu-,10,4,14
54848/book-1-epigram-39-ad-librum-suum-,6,6,8
54849/book-2-epigram-4-ad-henricum-wottonum-,8,3,10
54850/book-2-epigram-8,6,6,10
54851/book-2-epigram-21-in-momum-,7,4,8
54852/book-2-epigram-22,9,8,10
54854/book-3-epigram-36,10,4,10
54855/book-5-epigram-20-in-misum-mopsam,4,2,8
54856/book-6-epigram-7-in-prophanationem-nominis-dei-,8,6,8
54857/book-6-epigram-14-de-piscatione-,6,2,6
54858/book-6-epigram-17-in-sextum-,4,4,4
54863/book-7-epigram-47-de-hominis-ortu-sepultura-,3,2,4
54863/book-7-epigram-47-de-hominis-ortu-sepultura-,3,2,4
54866/book-4-epigram-7-our-fathers-did-but-use-the-world-before,13,6,14
54863/book-7-epigram-47-de-hominis-ortu-sepultura-,3,2,4
54863/book-7-epigram-47-de-hominis-ortu-sepultura-,3,2,4
43869/follow-your-saint,6,4,12
poem/elegy-v-his-picture,17,14,20
poem/i-am-little-world-made-cunningly-holy-sonnet-v,12,11,14
poem/batter-my-heart-three-persond-god-holy-sonnet-14,11,10,14
poem/round-earths-imagined-corners-holy-sonnet-7,12,6,14
poem/death-be-not-proud-holy-sonnet-10,13,13,14
44105/holy-sonnets-at-the-round-earths-imagind-corners-blow,12,6,14
44106/holy-sonnets-batter-my-heart-three-persond-god,11,10,14
44107/holy-sonnets-death-be-not-proud,13,13,14
44109/holy-sonnets-if-poisonous-minerals-and-if-that-tree,13,13,14
44112/holy-sonnets-this-is-my-plays-last-scene,13,9,14
44108/holy-sonnets-i-am-a-little-world-made-cunningly,12,12,14
44113/holy-sonnets-thou-hast-made-me-and-shall-thy-work-decay,14,9,14
44110/holy-sonnets-show-me-dear-christ-thy-spouse-so-bright-and-clear,13,8,14
44111/holy-sonnets-since-she-whom-i-lovd-hath-paid-her-last-debt,14,10,14
44092/an-anatomy-of-the-world,231,176,245
44092/an-anatomy-of-the-world,231,176,245
44123/of-the-progress-of-the-soul-the-second-anniversary,72,49,79
44123/of-the-progress-of-the-soul-the-second-anniversary,72,49,79
44094/the-bait-56d2230bf176d,20,18,28
44094/the-bait-56d2230bf176d,20,18,28
44096/the-calm,52,44,56
44097/the-canonization,36,30,45
44100/elegy-v-his-picture,17,14,20
44100/elegy-v-his-picture,17,14,20
44101/elegy-ix-the-autumnal,41,33,50
44101/elegy-ix-the-autumnal,41,33,50
44103/good-friday-1613-riding-westward,39,28,42
44117/a-lame-begger,2,2,2
44119/loves-alchemy,22,19,24
44124/the-relic,29,26,33
44125/satire-iii,108,74,110
44118/a-lecture-upon-the-shadow,26,24,26
44094/the-bait-56d2230bf176d,20,18,28
44094/the-bait-56d2230bf176d,20,18,28
51783/break-of-day,14,12,18
44092/an-anatomy-of-the-world,231,176,245
44092/an-anatomy-of-the-world,231,176,245
44123/of-the-progress-of-the-soul-the-second-anniversary,72,49,79
44123/of-the-progress-of-the-soul-the-second-anniversary,72,49,79
44100/elegy-v-his-picture,17,14,20
44100/elegy-v-his-picture,17,14,20
44101/elegy-ix-the-autumnal,41,33,50
44101/elegy-ix-the-autumnal,41,33,50
44452/still-to-be-neat-still-to-be-dressed,10,8,12
44454/epitaph-on-elizabeth-l-h,8,6,12
44454/epitaph-on-elizabeth-l-h,8,6,12
44455/on-my-first-son,8,6,12
44455/on-my-first-son,8,6,12
44456/to-john-donne,9,4,10
44457/to-lucy-countess-of-bedford-with-john-donnes-satires,16,14,16
44465/to-heaven,23,18,26
50664/to-the-reader-56d22de9a9af4,2,2,2
50665/on-my-first-daughter,12,8,12
50667/to-fool-or-knave,2,2,2
44449/a-celebration-of-charis-i-his-excuse-for-loving,19,12,24
44466/to-the-memory-of-my-beloved-the-author-mr-william-shakespeare,76,51,80
44462/an-ode-to-himself,29,22,36
55279/ode-to-himself-come-leave-the-loathed-stage,53,39,60
44453/an-epitaph-on-sp,19,16,25
44454/epitaph-on-elizabeth-l-h,8,6,12
44454/epitaph-on-elizabeth-l-h,8,6,12
44455/on-my-first-son,8,6,12
44455/on-my-first-son,8,6,12
50669/on-playwright,4,2,4
50671/on-english-monsieur,16,10,16
52288/sonnet-16,12,5,14
52289/sonnet-17,11,8,14
poem/love-sonnet,10,6,10
44376/upon-parson-beanes,2,0,4
47281/another-grace-for-a-child,4,4,6
47282/the-argument-of-his-book,8,4,14
47283/the-bad-season-makes-the-poet-sad,10,4,14
47284/corinnas-going-a-maying,57,38,70
47285/delight-in-disorder,10,6,14
47289/his-return-to-london,15,5,20
47330/his-wish-to-god,8,7,12
47333/a-thanksgiving-to-god-for-his-house,56,37,58
47336/to-his-conscience,14,11,18
47340/upon-the-loss-of-his-mistresses,9,4,14
47341/what-kind-of-mistress-he-would-have,16,8,18
47342/when-he-would-have-his-verses-read,9,9,10
47331/an-ode-to-ben-jonson,20,8,20
50689/the-pillar-of-fame,9,7,14
46546/to-the-virgins-to-make-much-of-time,14,12,16
47286/discontents-in-devon,4,4,8
44363/the-hold-fast,14,11,14
44365/love-i,10,10,14
44366/love-ii,13,9,14
44371/prayer-i,8,4,14
44373/sin-i,13,6,14
44358/the-altar,16,12,16
44361/easter-wings,16,14,20
43879/mediocrity-in-love-rejected,6,4,14
43876/an-elegy-upon-the-death-of-the-dean-of-pauls-dr-john-donne,94,62,98
43876/an-elegy-upon-the-death-of-the-dean-of-pauls-dr-john-donne,94,62,98
43880/a-song-when-june-is-past-the-fading-rose,16,14,20
43881/the-spring-56d222c1918e0,23,20,24
43881/the-spring-56d222c1918e0,23,20,24
43882/to-ben-jonson,48,34,50
43881/the-spring-56d222c1918e0,23,20,24
43881/the-spring-56d222c1918e0,23,20,24
43876/an-elegy-upon-the-death-of-the-dean-of-pauls-dr-john-donne,94,62,98
43876/an-elegy-upon-the-death-of-the-dean-of-pauls-dr-john-donne,94,62,98
45437/on-a-girdle,8,6,12
45438/to-the-king-on-his-navy,29,22,32
45442/the-story-of-phoebus-and-daphne-applied,18,18,20
45439/of-the-last-verses-in-the-book,10,8,18
poem/shakespeare,16,14,16
44744/sonnet-7-how-soon-hath-time-the-subtle-thief-of-youth,13,11,14
44745/sonnet-12-i-did-but-prompt-the-age-to-quit-their-clogs,11,11,14
44746/sonnet-23-methought-i-saw-my-late-espoused-saint,13,12,14
44747/sonnet-18-avenge-o-lord-thy-slaughterd-saints-whose-bones,13,9,15
44748/sonnet-22-cyriack-this-three-years-day-these-eyes-though-clear,14,13,14
44750/sonnet-19-when-i-consider-how-my-light-is-spent,14,10,14
44751/sonnet-10-lawrence-of-virtuous-father-virtuous-son,12,10,15
44734/sonnet-15-fairfax-whose-name-in-arms-through-europe-rings,14,13,15
44749/sonnet-16-cromwell-our-chief-of-men-who-through-a-cloud,12,10,17
44731/lallegro,148,129,152
44732/il-penseroso,174,132,176
46453/on-shakespeare-1630,16,14,16
46453/on-shakespeare-1630,16,14,16
44729/at-a-vacation-exercise,48,36,52
44733/lycidas,166,127,193
46453/on-shakespeare-1630,16,14,16
46453/on-shakespeare-1630,16,14,16
45718/paradise-lost-book-1-1674-version,669,292,798
45738/paradise-lost-book-2-1674-version,801,296,1055
45739/paradise-lost-book-3-1674-version,581,273,742
45742/paradise-lost-book-6-1674-version,657,222,912
45744/paradise-lost-book-8-1674-version,469,159,653
45745/paradise-lost-book-9-1674-version,792,216,1172
45746/paradise-lost-book-10-1674-version,765,248,1104
45747/paradise-lost-book-11-1674-version,527,148,900
45748/paradise-lost-book-12-1674-version,505,194,649
45749/paradise-regaind-book-1-1671-version,495,333,502
45750/paradise-regaind-book-2-1671-version,185,102,200
45751/paradise-regaind-book-3-1671-version,87,35,100
45752/paradise-regaind-book-4-1671-version,81,31,100
45248/sonnet-1-dost-see-how-unregarded-now,14,8,21
50708/sonnet-ii-of-thee-kind-boy-i-ask-no-red-and-white,23,12,24
45243/a-ballad-upon-a-wedding,79,52,100
44051/but-men-loved-darkness-rather-than-light,4,0,4
44052/divine-epigrams-on-the-baptized-ethiopian,6,4,6
44053/divine-epigrams-on-the-miracle-of-the-multiplied-loaves,4,2,4
44054/divine-epigrams-samson-to-his-delilah,2,0,2
44057/a-hymn-to-the-name-and-honour-of-the-admirable-saint-teresa,75,55,100
44059/on-mr-g-herberts-book,16,10,18
44060/two-went-up-into-the-temple-to-pray,6,6,6
44056/the-flaming-heart,32,25,36
43700/a-dialogue-between-old-england-and-new,84,54,100
43702/the-four-ages-of-man-56d22282befab,88,70,100
43703/in-honour-of-that-high-and-mighty-princess-queen-elizabeth,85,58,100
43703/in-honour-of-that-high-and-mighty-princess-queen-elizabeth,85,58,100
43705/prologue-56d22283c12e1,41,24,48
43697/the-author-to-her-book,19,12,24
